sif_code,nav_date,nav,AUM
SIF-120,13-Jul-2026,10.9428,2975.25
SIF-121,13-Jul-2026,10.9429,13.77
SIF-122,13-Jul-2026,10.9249,1234567.98
SIF-123,13-Jul-2026,10.9247,30.41
SIF-140,13-Jul-2026,10.3989,191.86
SIF-143,13-Jul-2026,10.3875,469.82
SIF-144,13-Jul-2026,10.3875,1.69
SIF-33,13-Jul-2026,10.30,58363.39
SIF-34,13-Jul-2026,10.24,104320.21
SIF-23,13-Jul-2026,10.8427,10675.99
SIF-25,13-Jul-2026,10.7349,8780.59
SIF-24,13-Jul-2026,10.8427,2846.08
SIF-26,13-Jul-2026,10.7349,69.41
SIF-107,13-Jul-2026,10.7932,77.30
SIF-104,13-Jul-2026,10.7754,6.20
SIF-105,13-Jul-2026,10.7346,986.59
SIF-106,13-Jul-2026,10.7346,3.86
SIF-112,13-Jul-2026,10.1358,77.21
SIF-114,13-Jul-2026,10.1158,4898.28
SIF-115,13-Jul-2026,10.1158,4.09
SIF-61,13-Jul-2026,10.502,
SIF-75,13-Jul-2026,10.162,1.09
SIF-62,13-Jul-2026,10.454,6411.82
SIF-69,13-Jul-2026,10.323,16.19
SIF-71,13-Jul-2026,10.454,10.13
SIF-19,14-Jul-2026,948.2535,15304.83
SIF-20,14-Jul-2026,948.2535,9.40
SIF-21,14-Jul-2026,939.4707,23403.71
SIF-22,14-Jul-2026,939.4707,70.25
SIF-57,13-Jul-2026,10.6725,6672.40
SIF-55,13-Jul-2026,10.6118,18524.85
SIF-59,13-Jul-2026,10.6118,3.98
SIF-95,13-Jul-2026,1011.7826,9683.67
SIF-94,13-Jul-2026,1011.7826,27.25
SIF-96,13-Jul-2026,1008.1758,989.09
SIF-97,13-Jul-2026,1008.1758,6.90
SIF-127,13-Jul-2026,10.34,2957.85
SIF-126,13-Jul-2026,10.32,3914.62
SIF-1,13-Jul-2026,11.1286,34219.94
SIF-3,13-Jul-2026,11.0036,21626.58
SIF-2,13-Jul-2026,11.1286,1891.16
SIF-4,13-Jul-2026,11.0036,107.01
SIF-108,13-Jul-2026,10.752,106.73
SIF-111,13-Jul-2026,10.7102,992.65
SIF-110,13-Jul-2026,10.7107,3.09
SIF-99,13-Jul-2026,10.3750,2622.52
SIF-100,08-Jun-2026,0.0000,
SIF-103,08-Jun-2026,0.0000,
SIF-102,13-Jul-2026,10.3425,8822.95
SIF-98,13-Jul-2026,10.3425,
SIF-101,13-Jul-2026,10.3425,15.92
SIF-116,13-Jul-2026,10.3764,1488.90
SIF-117,13-Jul-2026,10.3494,424.18
SIF-118,13-Jul-2026,10.3764,16.81
SIF-119,13-Jul-2026,10.3494,14.30
SIF-125,13-Jul-2026,10.1998,4219.47
SIF-124,13-Jul-2026,10.1848,11299.70
SIF-36,13-Jul-2026,10.3357,31862.76
SIF-35,13-Jul-2026,10.2710,50858.68
SIF-88,13-Jul-2026,10.4265,5761.98
SIF-86,13-Jul-2026,10.4265,10.18
SIF-87,13-Jul-2026,10.3857,12347.04
SIF-89,13-Jul-2026,10.3857,10.16
SIF-92,13-Jul-2026,10.9063,150.77
SIF-91,13-Jul-2026,10.8646,19.31
SIF-90,13-Jul-2026,10.9063,3752.11
SIF-93,13-Jul-2026,10.8646,1143.81
SIF-9,13-Jul-2026,10.8988,269251.71
SIF-10,13-Jul-2026,10.6393,8326.01
SIF-11,13-Jul-2026,10.8206,146725.84
SIF-12,13-Jul-2026,10.5615,330.72
SIF-83,13-Jul-2026,10.3840,10.43
SIF-80,13-Jul-2026,10.3491,5086.36
SIF-81,20-Apr-2026,10.08,2.10
SIF-79,13-Jul-2026,10.3842,2281.51
SIF-51,13-Jul-2026,10.24,9.42
SIF-54,13-Jul-2026,10.335,5211.65
SIF-48,13-Jul-2026,10.333,10.17
SIF-40,13-Jul-2026,10.313,5846.08
SIF-44,13-Jul-2026,10.313,11.10
SIF-129,13-Jul-2026,10.0646,2707.94
SIF-130,13-Jul-2026,10.0647,1.32
SIF-128,13-Jul-2026,10.0601,4763.76
SIF-145,13-Jul-2026,10.094,
SIF-148,13-Jul-2026,10.094,
SIF-146,13-Jul-2026,10.092,
SIF-147,13-Jul-2026,10.092,
SIF-14,13-Jul-2026,10.4994,174995.47
SIF-15,13-Jul-2026,10.5054,1524.53
SIF-13,13-Jul-2026,10.4436,173724.47
SIF-16,13-Jul-2026,10.4427,441.58
SIF-134,13-Jul-2026,10.117,646.54
SIF-135,13-Jul-2026,10.117,19.69
SIF-136,13-Jul-2026,10.105,3504.14
SIF-137,13-Jul-2026,10.105,72.99
SIF-5,13-Jul-2026,10.8361,12636.28
SIF-7,13-Jul-2026,10.7106,2452.04
SIF-6,13-Jul-2026,10.8361,319.14
SIF-8,13-Jul-2026,10.8894,21.86
SIF-32,13-Jul-2026,10.2357,18223.60
SIF-31,13-Jul-2026,10.2357,
SIF-28,13-Jul-2026,10.2357,93.49
SIF-29,13-Jul-2026,10.1282,35457.39
SIF-30,13-Jul-2026,10.1282,
SIF-27,13-Jul-2026,10.1282,121.83
