sif_code,nav_date,nav,AUM
SIF-120,09-Jul-2026,10.8032,2975.25
SIF-121,09-Jul-2026,10.8033,13.77
SIF-122,09-Jul-2026,10.7875,6138.22
SIF-123,09-Jul-2026,10.7874,30.41
SIF-140,09-Jul-2026,10.1605,191.86
SIF-143,09-Jul-2026,10.1516,469.82
SIF-144,09-Jul-2026,10.1516,1.69
SIF-33,09-Jul-2026,10.23,58363.39
SIF-34,09-Jul-2026,10.16,104320.21
SIF-23,10-Jul-2026,10.7319,10675.99
SIF-25,10-Jul-2026,10.6264,8780.59
SIF-24,10-Jul-2026,10.7319,2846.08
SIF-26,10-Jul-2026,10.6264,69.41
SIF-107,10-Jul-2026,10.7228,77.30
SIF-104,10-Jul-2026,10.7051,6.20
SIF-105,10-Jul-2026,10.6663,986.59
SIF-106,10-Jul-2026,10.6663,3.86
SIF-112,09-Jul-2026,10.0633,77.21
SIF-114,09-Jul-2026,10.0451,4898.28
SIF-115,09-Jul-2026,10.0451,4.09
SIF-61,10-Jul-2026,10.473,
SIF-75,10-Jul-2026,10.136,1.09
SIF-62,10-Jul-2026,10.427,6411.82
SIF-69,10-Jul-2026,10.296,16.19
SIF-71,10-Jul-2026,10.427,10.13
SIF-19,10-Jul-2026,952.8496,15304.83
SIF-20,10-Jul-2026,952.8496,9.40
SIF-21,10-Jul-2026,944.1754,23403.71
SIF-22,10-Jul-2026,944.1754,70.25
SIF-57,09-Jul-2026,10.6417,6672.40
SIF-55,09-Jul-2026,10.5830,18524.85
SIF-59,09-Jul-2026,10.5830,3.98
SIF-95,09-Jul-2026,1000.5518,9683.67
SIF-94,09-Jul-2026,1000.5518,27.25
SIF-96,09-Jul-2026,997.1748,989.09
SIF-97,09-Jul-2026,997.1748,6.90
SIF-127,09-Jul-2026,10.22,2957.85
SIF-126,09-Jul-2026,10.21,3914.62
SIF-1,10-Jul-2026,10.9871,34219.94
SIF-3,10-Jul-2026,10.865,21626.58
SIF-2,10-Jul-2026,10.9871,1891.16
SIF-4,10-Jul-2026,10.865,107.01
SIF-108,10-Jul-2026,10.6483,106.73
SIF-111,10-Jul-2026,10.6087,992.65
SIF-110,10-Jul-2026,10.6091,3.09
SIF-99,09-Jul-2026,10.2760,2622.52
SIF-100,08-Jun-2026,0.0000,
SIF-103,08-Jun-2026,0.0000,
SIF-102,09-Jul-2026,10.2459,8822.95
SIF-98,09-Jul-2026,10.2459,
SIF-101,09-Jul-2026,10.2459,15.92
SIF-116,10-Jul-2026,10.3595,1488.90
SIF-117,10-Jul-2026,10.3338,424.18
SIF-118,10-Jul-2026,10.3595,16.81
SIF-119,10-Jul-2026,10.3338,14.30
SIF-125,09-Jul-2026,10.1623,4219.47
SIF-124,09-Jul-2026,10.1489,11299.70
SIF-36,09-Jul-2026,10.2573,31862.76
SIF-35,09-Jul-2026,10.1946,50858.68
SIF-88,09-Jul-2026,10.3842,5761.98
SIF-86,09-Jul-2026,10.3842,10.18
SIF-87,09-Jul-2026,10.3450,12347.04
SIF-89,09-Jul-2026,10.3450,10.16
SIF-92,10-Jul-2026,10.7997,150.77
SIF-91,10-Jul-2026,10.7596,19.31
SIF-90,10-Jul-2026,10.7997,3752.11
SIF-93,10-Jul-2026,10.7596,1143.81
SIF-9,09-Jul-2026,10.8603,269251.71
SIF-10,09-Jul-2026,10.6018,8326.01
SIF-11,09-Jul-2026,10.7835,146725.84
SIF-12,09-Jul-2026,10.5253,330.72
SIF-83,09-Jul-2026,10.3524,10.43
SIF-80,09-Jul-2026,10.3189,5086.36
SIF-81,20-Apr-2026,10.08,2.10
SIF-79,09-Jul-2026,10.3526,2281.51
SIF-51,10-Jul-2026,10.242,9.42
SIF-54,10-Jul-2026,10.337,5211.65
SIF-48,10-Jul-2026,10.335,10.17
SIF-40,10-Jul-2026,10.315,5846.08
SIF-44,10-Jul-2026,10.315,11.10
SIF-129,09-Jul-2026,10.0634,2707.94
SIF-130,09-Jul-2026,10.0635,1.32
SIF-128,09-Jul-2026,10.0597,4763.76
SIF-145,09-Jul-2026,10.061,
SIF-148,09-Jul-2026,10.061,
SIF-146,09-Jul-2026,10.06,
SIF-147,09-Jul-2026,10.06,
SIF-14,09-Jul-2026,10.4512,174995.47
SIF-15,09-Jul-2026,10.4572,1524.53
SIF-13,09-Jul-2026,10.3964,173724.47
SIF-16,09-Jul-2026,10.3955,441.58
SIF-134,09-Jul-2026,10.098,646.54
SIF-135,09-Jul-2026,10.098,19.69
SIF-136,09-Jul-2026,10.087,3504.14
SIF-137,09-Jul-2026,10.087,72.99
SIF-5,10-Jul-2026,10.7412,12636.28
SIF-7,10-Jul-2026,10.6181,2452.04
SIF-6,10-Jul-2026,10.7412,319.14
SIF-8,10-Jul-2026,10.7953,21.86
SIF-32,09-Jul-2026,10.1924,18223.60
SIF-31,09-Jul-2026,10.1924,
SIF-28,09-Jul-2026,10.1924,93.49
SIF-29,09-Jul-2026,10.0874,35457.39
SIF-30,09-Jul-2026,10.0874,
SIF-27,09-Jul-2026,10.0874,121.83
